id,name,lat,lng,brand,inactive,address,city,state,postcode,telephone,country,amenities,website_url,formatted_address,mdm_site_category,open_status,fuels
12666133,601 WINSTON RD,35.834203,-80.252926,Shell,False,601 WINSTON RD,LEXINGTON,North Carolina,27295-2353,+1 336-843-4239,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,twenty_four_hour,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/12666133-601-winston-rd,"601 WINSTON RD
LEXINGTON, North Carolina, 27295-2353",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10048729,816 RANDOLPH STREET,35.870909,-80.075071,Shell,False,816 RANDOLPH STREET,THOMASVILLE,North Carolina,27360-5715,+1 336-476-1651,United States,"atm,atm_in,mobile_payment,twenty_four_hour,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10048729-816-randolph-street,"816 RANDOLPH STREET
THOMASVILLE, North Carolina, 27360-5715",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10001856,201 W MAIN ST,35.992168,-79.938991,Shell,False,201 W MAIN ST,JAMESTOWN,North Carolina,27282-9556,+1 336-884-4099,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10001856-201-w-main-st,"201 W MAIN ST
JAMESTOWN, North Carolina, 27282-9556",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12471394,4101 NC HWY 55,35.823739,-78.875025,Shell,False,4101 NC HWY 55,CARY,North Carolina,27519-8316,+1 918-380-8403,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12471394-4101-nc-hwy-55,"4101 NC HWY 55
CARY, North Carolina, 27519-8316",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10087234,10500 CHAPEL HILL RD,35.840468,-78.831592,Shell,False,10500 CHAPEL HILL RD,MORRISVILLE,North Carolina,27560-8711,+1 919-460-9000,United States,"atm,atm_in,mobile_payment,food_offerings,partner_loyalty_accepted,restaurant,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10087234-10500-chapel-hill-rd,"10500 CHAPEL HILL RD
MORRISVILLE, North Carolina, 27560-8711",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10003996,5108 WAKE FOREST RD,35.976219,-78.792755,Shell,False,5108 WAKE FOREST RD,DURHAM,North Carolina,27703-3703,+1 919-957-2268,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10003996-5108-wake-forest-rd,"5108 WAKE FOREST RD
DURHAM, North Carolina, 27703-3703",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10015849,1690 NC HIGHWAY 68 N,36.172585,-79.988197,Shell,False,1690 NC HIGHWAY 68 N,OAK RIDGE,North Carolina,27310-9667,+1 336-644-1981,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10015849-1690-nc-highway-68-n,"1690 NC HIGHWAY 68 N
OAK RIDGE, North Carolina, 27310-9667",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10048726,2312 WESTCHESTER DR,35.938192,-80.03511,Shell,False,2312 WESTCHESTER DR,HIGH POINT,North Carolina,27262-8029,+1 336-887-8876,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10048726-2312-westchester-dr,"2312 WESTCHESTER DR
HIGH POINT, North Carolina, 27262-8029",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012230,4501 REGENCY DR,36.06063,-79.962449,Shell,False,4501 REGENCY DR,HIGH POINT,North Carolina,27265-8031,+1 336-812-4716,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10012230-4501-regency-dr,"4501 REGENCY DR
HIGH POINT, North Carolina, 27265-8031",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10015828,305 FARMINGTON ROAD,35.958537,-80.533873,Shell,False,305 FARMINGTON ROAD,MOCKSVILLE,North Carolina,27028-7638,+1 336-940-5304,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10015828-305-farmington-road,"305 FARMINGTON ROAD
MOCKSVILLE, North Carolina, 27028-7638",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10077611,91 S MAIN ST,35.793662,-81.427655,Shell,False,91 S MAIN ST,GRANITE FALLS,North Carolina,28630-1911,+1 828-212-1145,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,vehicle_identity_system,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10077611-91-s-main-st,"91 S MAIN ST
GRANITE FALLS, North Carolina, 28630-1911",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10001960,671 W MAIN AVE,35.921978,-81.187168,Shell,False,671 W MAIN AVE,TAYLORSVILLE,North Carolina,28681-2327,+1 828-632-2112,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,vehicle_identity_system,twenty_four_hour,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10001960-671-w-main-ave,"671 W MAIN AVE
TAYLORSVILLE, North Carolina, 28681-2327",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,fuelsave_98"
10077616,4940 GRACE CHAPEL RD,35.793104,-81.360916,Shell,False,4940 GRACE CHAPEL RD,GRANITE FALLS,North Carolina,28630-9506,+1 828-212-1151,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,partner_loyalty_accepted,vehicle_identity_system,navigator_fleet_loyalty_discount,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10077616-4940-grace-chapel-rd,"4940 GRACE CHAPEL RD
GRANITE FALLS, North Carolina, 28630-9506",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10051638,2302 S STERLING STREET,35.721553,-81.655203,Shell,False,2302 S STERLING STREET,MORGANTON,North Carolina,28655-9465,+1 828-438-4024,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10051638-2302-s-sterling-street,"2302 S STERLING STREET
MORGANTON, North Carolina, 28655-9465",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12427227,377 LONG SHOALS ROAD,35.481046,-82.551796,Shell,False,377 LONG SHOALS ROAD,ARDEN,North Carolina,28704-8794,+1 828-676-2276,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/12427227-377-long-shoals-road,"377 LONG SHOALS ROAD
ARDEN, North Carolina, 28704-8794",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012175,4012 SWEETEN CREEK ROAD,35.461232,-82.511287,Shell,False,4012 SWEETEN CREEK ROAD,ARDEN,North Carolina,28704-3320,+1 828-681-1884,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10012175-4012-sweeten-creek-road,"4012 SWEETEN CREEK ROAD
ARDEN, North Carolina, 28704-3320",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10071671,2251 HENDERSONVILLE RD,35.473498,-82.522546,Shell,False,2251 HENDERSONVILLE RD,ARDEN,North Carolina,28704-0000,+1 828-687-0557,United States,"atm,atm_in,carwash,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10071671-2251-hendersonville-rd,"2251 HENDERSONVILLE RD
ARDEN, North Carolina, 28704-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12642085,1456 SAND HILL RD,35.540229,-82.656086,Shell,False,1456 SAND HILL RD,CANDLER,North Carolina,28715-0000,+1 828-633-6688,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12642085-1456-sand-hill-rd,"1456 SAND HILL RD
CANDLER, North Carolina, 28715-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
13041239,196 NC-11,35.056923,-77.818348,Shell,False,196 NC-11,PINK HILL,North Carolina,28572-0000,+1 252-568-2696,United States,"atm,atm_in,mobile_payment,shop,mcx,manned",https://find.shell.com/us/fuel/13041239-196-nc-11,"196 NC-11
PINK HILL, North Carolina, 28572-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10012261,3209 MARTIN LUTHER KING JR BLVD,35.100823,-77.091403,Shell,False,3209 MARTIN LUTHER KING JR BLVD,NEW BERN,North Carolina,28562-5215,+1 252-636-2905,United States,"atm,atm_in,carwash,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10012261-3209-martin-luther-king-jr-blvd,"3209 MARTIN LUTHER KING JR BLVD
NEW BERN, North Carolina, 28562-5215",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10004222,1884 HIGHWAY 24,34.730037,-76.889949,Shell,False,1884 HIGHWAY 24,NEWPORT,North Carolina,28570-0000,+1 252-727-5444,United States,"atm,atm_in,mobile_payment,food_offerings,partner_loyalty_accepted,navigator_fleet_loyalty_discount,restaurant,shop,loyalty_program,mcx,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10004222-1884-highway-24,"1884 HIGHWAY 24
NEWPORT, North Carolina, 28570-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10077611,91 S MAIN ST,35.793662,-81.427655,Shell,False,91 S MAIN ST,GRANITE FALLS,North Carolina,28630-1911,+1 828-212-1145,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,vehicle_identity_system,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10077611-91-s-main-st,"91 S MAIN ST
GRANITE FALLS, North Carolina, 28630-1911",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
12644982,1320 CONNELLY SPRINGS RD,35.873293,-81.535628,Shell,False,1320 CONNELLY SPRINGS RD,LENOIR,North Carolina,28645-6397,+1 828-754-7168,United States,"mobile_payment,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12644982-1320-connelly-springs-rd,"1320 CONNELLY SPRINGS RD
LENOIR, North Carolina, 28645-6397",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10004657,1016 W MAIN ST,36.001285,-78.910865,Shell,False,1016 W MAIN ST,DURHAM,North Carolina,27701-2027,+1 919-682-0195,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10004657-1016-w-main-st,"1016 W MAIN ST
DURHAM, North Carolina, 27701-2027",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10004656,2110 N ROXBORO ST,36.018235,-78.889733,Shell,False,2110 N ROXBORO ST,DURHAM,North Carolina,27704-4341,+1 919-220-4017,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10004656-2110-n-roxboro-st,"2110 N ROXBORO ST
DURHAM, North Carolina, 27704-4341",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12376533,102 WEST CORNWALLIS RD,35.965612,-78.919262,Shell,False,102 WEST CORNWALLIS RD,DURHAM,North Carolina,27707-0000,+1 919-748-3608,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12376533-102-west-cornwallis-rd,"102 WEST CORNWALLIS RD
DURHAM, North Carolina, 27707-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10058564,1361 PATTON AVE,35.583437,-82.605954,Shell,False,1361 PATTON AVE,ASHEVILLE,North Carolina,28806-2629,+1 828-259-9551,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10058564-1361-patton-ave,"1361 PATTON AVE
ASHEVILLE, North Carolina, 28806-2629",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10058569,357 NEW LEICESTER HWY,35.603586,-82.624533,Shell,False,357 NEW LEICESTER HWY,ASHEVILLE,North Carolina,28806-2046,+1 828-253-5883,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10058569-357-new-leicester-hwy,"357 NEW LEICESTER HWY
ASHEVILLE, North Carolina, 28806-2046",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10058568,1297 SWEETEN CREEK RD,35.535641,-82.519798,Shell,False,1297 SWEETEN CREEK RD,ASHEVILLE,North Carolina,28803-1896,+1 828-274-5787,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10058568-1297-sweeten-creek-rd,"1297 SWEETEN CREEK RD
ASHEVILLE, North Carolina, 28803-1896",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12811496,7650 MARKET ST,34.28359,-77.8078,Shell,False,7650 MARKET ST,WILMINGTON,North Carolina,28411-9457,,United States,"atm,atm_in,mobile_payment,food_offerings,twenty_four_hour,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/12811496-7650-market-st,"7650 MARKET ST
WILMINGTON, North Carolina, 28411-9457",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10084452,4405 S 17TH ST,34.176098,-77.893769,Shell,False,4405 S 17TH ST,WILMINGTON,North Carolina,28412-6621,+1 910-350-6902,United States,"atm,atm_in,mobile_payment,twenty_four_hour,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10084452-4405-s-17th-st,"4405 S 17TH ST
WILMINGTON, North Carolina, 28412-6621",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10012298,2902 CAROLINA BEACH RD,34.184019,-77.930438,Shell,False,2902 CAROLINA BEACH RD,WILMINGTON,North Carolina,28412-6312,+1 910-392-5010,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10012298-2902-carolina-beach-rd,"2902 CAROLINA BEACH RD
WILMINGTON, North Carolina, 28412-6312",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10084454,5302 CAROLINA BEACH RD,34.142393,-77.89624,Shell,False,5302 CAROLINA BEACH RD,WILMINGTON,North Carolina,28412-7944,+1 910-794-5457,United States,"atm,atm_in,mobile_payment,twenty_four_hour,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10084454-5302-carolina-beach-rd,"5302 CAROLINA BEACH RD
WILMINGTON, North Carolina, 28412-7944",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10004657,1016 W MAIN ST,36.001285,-78.910865,Shell,False,1016 W MAIN ST,DURHAM,North Carolina,27701-2027,+1 919-682-0195,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10004657-1016-w-main-st,"1016 W MAIN ST
DURHAM, North Carolina, 27701-2027",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012231,381 S CHURTON ST,36.058105,-79.103555,Shell,False,381 S CHURTON ST,HILLSBOROUGH,North Carolina,27278-2508,+1 919-732-8906,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10012231-381-s-churton-st,"381 S CHURTON ST
HILLSBOROUGH, North Carolina, 27278-2508",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12848060,1108 E MAIN ST,35.987267,-78.888451,Shell,False,1108 E MAIN ST,DURHAM,North Carolina,27701-0000,+1 919-797-0150,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/12848060-1108-e-main-st,"1108 E MAIN ST
DURHAM, North Carolina, 27701-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
13041235,27157 ANDREW JACKSON HWY E,34.30908,-78.20011,Shell,False,27157 ANDREW JACKSON HWY E,DELCO,North Carolina,28436-9225,+1 910-655-3548,United States,"atm,atm_in,mobile_payment,food_offerings,twenty_four_hour,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/13041235-27157-andrew-jackson-hwy-e,"27157 ANDREW JACKSON HWY E
DELCO, North Carolina, 28436-9225",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
12875024,5392 US 701 HWY N,34.649103,-78.522668,Shell,False,5392 US 701 HWY N,ELIZABETHTOWN,North Carolina,28337-6190,+1 910-862-4440,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/12875024-5392-us-701-hwy-n,"5392 US 701 HWY N
ELIZABETHTOWN, North Carolina, 28337-6190",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10090411,701 NC HIGHWAY 53 E,34.559274,-77.918794,Shell,False,701 NC HIGHWAY 53 E,BURGAW,North Carolina,28425-3809,+1 910-259-0911,United States,"atm,atm_in,mobile_payment,food_offerings,twenty_four_hour,restaurant,shop,mcx,service_bay,air_and_water,manned",https://find.shell.com/us/fuel/10090411-701-nc-highway-53-e,"701 NC HIGHWAY 53 E
BURGAW, North Carolina, 28425-3809",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10012183,18 VETERANS BLVD,35.425615,-83.447784,Shell,False,18 VETERANS BLVD,BRYSON CITY,North Carolina,28713-0000,+1 828-488-3993,United States,"atm,atm_in,carwash,mobile_payment,loyalty_cards,twenty_four_hour,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10012183-18-veterans-blvd,"18 VETERANS BLVD
BRYSON CITY, North Carolina, 28713-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10047705,1205 SEVEN CLANS LANE,35.461688,-83.31532,Shell,False,1205 SEVEN CLANS LANE,CHEROKEE,North Carolina,28719-0000,+1 828-497-7858,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,disability_assistance,manned",https://find.shell.com/us/fuel/10047705-1205-seven-clans-lane,"1205 SEVEN CLANS LANE
CHEROKEE, North Carolina, 28719-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10013542,799 TSALI BLVD,35.487719,-83.315306,Shell,False,799 TSALI BLVD,CHEROKEE,North Carolina,28719-0000,+1 828-497-4539,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10013542-799-tsali-blvd,"799 TSALI BLVD
CHEROKEE, North Carolina, 28719-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
12645293,4830 HOPE VALLEY RD,35.920561,-78.960296,Shell,False,4830 HOPE VALLEY,DURHAM,North Carolina,27707-5620,+1 984-888-0940,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12645293-4830-hope-valley-rd,"4830 HOPE VALLEY
DURHAM, North Carolina, 27707-5620",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012203,1102 E NC HIGHWAY 54,35.905274,-78.917035,Shell,False,1102 E NC HIGHWAY 54,DURHAM,North Carolina,27713-2146,+1 919-544-7236,United States,"mobile_payment,partner_loyalty_accepted,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10012203-1102-e-nc-highway-54,"1102 E NC HIGHWAY 54
DURHAM, North Carolina, 27713-2146",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10012204,5203 S MIAMI BLVD,35.88315,-78.84963,Shell,False,5203 S MIAMI BLVD,DURHAM,North Carolina,27703-8441,+1 919-941-1965,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10012204-5203-s-miami-blvd,"5203 S MIAMI BLVD
DURHAM, North Carolina, 27703-8441",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12828705,2070 STRICKLAND BRIDGE RD,35.014888,-79.009559,Shell,False,2070 STRICKLAND BRIDGE RD,FAYETTEVILLE,North Carolina,28304-0469,+1 910-491-0989,United States,"atm,atm_in,mobile_payment,shop,mcx,manned",https://find.shell.com/us/fuel/12828705-2070-strickland-bridge-rd,"2070 STRICKLAND BRIDGE RD
FAYETTEVILLE, North Carolina, 28304-0469",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10054674,7486 ROCKFISH RD,34.99229,-79.066813,Shell,False,7486 ROCKFISH RD,RAEFORD,North Carolina,28376-6131,+1 910-875-0350,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10054674-7486-rockfish-rd,"7486 ROCKFISH RD
RAEFORD, North Carolina, 28376-6131",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10071499,2171 NC HIGHWAY 125,36.404735,-77.646934,Shell,False,2171 NC HIGHWAY 125,ROANOKE RAPIDS,North Carolina,27870-0000,+1 252-538-6512,United States,"atm,atm_in,carwash,mobile_payment,twenty_four_hour,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10071499-2171-nc-highway-125,"2171 NC HIGHWAY 125
ROANOKE RAPIDS, North Carolina, 27870-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10012277,1131 HIGHWAY 48,36.425683,-77.6692,Shell,False,1131 HIGHWAY 48,ROANOKE RAPIDS,North Carolina,27870-0000,+1 252-527-0559,United States,"atm,atm_in,mobile_payment,shop,mcx,service_bay,air_and_water,manned",https://find.shell.com/us/fuel/10012277-1131-highway-48,"1131 HIGHWAY 48
ROANOKE RAPIDS, North Carolina, 27870-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
13111212,4328 WINTERVILLE PKWY,35.543153,-77.405313,Shell,False,4328 WINTERVILLE PKWY,WINTERVILLE,North Carolina,28590-7987,+1 252-353-8665,United States,"mobile_payment,twenty_four_hour,shop,mcx,manned",https://find.shell.com/us/fuel/13111212-4328-winterville-pkwy,"4328 WINTERVILLE PKWY
WINTERVILLE, North Carolina, 28590-7987",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
13111234,1029 KINGOLD BLVD,35.440817,-77.663575,Shell,False,1029 KINGOLD BLVD,SNOW HILL,North Carolina,28580-1616,+1 252-747-8659,United States,"mobile_payment,twenty_four_hour,shop,mcx,manned",https://find.shell.com/us/fuel/13111234-1029-kingold-blvd,"1029 KINGOLD BLVD
SNOW HILL, North Carolina, 28580-1616",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10012278,2420 N CHURCH ST,35.973546,-77.785456,Shell,False,2420 N CHURCH ST,ROCKY MOUNT,North Carolina,27804-2032,+1 252-442-7288,United States,"atm,atm_in,mobile_payment,food_offerings,vehicle_identity_system,restaurant,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10012278-2420-n-church-st,"2420 N CHURCH ST
ROCKY MOUNT, North Carolina, 27804-2032",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
12356499,381 HWY 43,35.311555,-77.160961,Shell,False,381 HWY 43,VANCEBORO,North Carolina,28586-0000,+1 252-244-0476,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/12356499-381-hwy-43,"381 HWY 43
VANCEBORO, North Carolina, 28586-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,fuelsave_98"
